uniqueId,teamName,condition,timezone,stageName,stageDay,goalSetComplete,firstTaskGoal,addTaskGoals,addFirstRelGoal,addRelGoals,addRelGoalsLater,Inclusion_Dimension_1,Inclusion_Dimension_2
76165147,AcademicThunder,MCLeader,US/Central,Goal-Setting,2,TRUE,"Today, I’ll have one-on-one meetings with two employees to discuss their strengths and how we can support their development. I’ll complete both meetings by the end of the day.",,"Today, I'll send a quick thank-you email to three team members, highlighting their recent work. I’ll get it done by the end of the day to keep it timely and relevant.",,,Uniqueness,Appreciation
76165147,AcademicThunder,MCLeader,US/Central,Goal-Setting,1,TRUE,"By the end of today, I will have a one-on-one with each team member to identify their unique strengths and discuss how they can apply them to enhance team performance.",,"Today, I’ll thank each team member for their recent contributions, focusing on at least 3 specific achievements. I’ll do this by the end of the day to boost morale and recognize their efforts.",,,Uniqueness,Appreciation
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,"I will be spending some time with an employee with lots of potential to show them my role, a shadowing of my role, and building a development plan",Development plan in regards to employees areas of improvement and knowledge gap analysis,"I will today be introducing awards/vouchers for achievements from the employees, this will be announced in todays meeting",I will be outlining the expectations to be awarded,,Uniqueness,Appreciation
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will provide an open forum where everyone has the opportunity to have their say in today’s meeting. ..I will also be setting up an anonymous feedback questionnaire to ensure we are supporting the employees and to see where we can improve,A team outing will also be organised to strengthen the team bond,I will hold a team meeting today to discuss the importance of diversity and inclusion and how that aligns with our company values,I will also be holding individual meetings today to discuss diversity and inclusion to “check in” with all employees,,Belongingness,OrgEfforts
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,Meet with an employee to establish a training schedule for their development,I will offer guidance and a strategy to an employee today,I will praise the technical achievements of Carl at todays meeting,I will praise the whole team today for their efforts/results and achievements,,Uniqueness,Appreciation
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,"I will have a meeting with an employee today who has a lot of potential, to build a strategy on their development",I will also assist in building a training program for this employee,I will build a set template to assist in deciding employee of the month,I will praise an employee in todays meeting for their contribution on a project,,Uniqueness,Appreciation
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,"I will meet a team member today for their 1 to 1, to establish training opportunities",I will offer guidance on a specific topic to a staff member today,Praise the staff member for their efforts on a particular task,,,Uniqueness,Appreciation
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,TRUE,I will offer guidance at todays meeting,I will provide specific training to an employee today,I will create an employee of the month award today,I will reinforce an employees achievements today,,Uniqueness,Appreciation
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,"I will hold a team meeting today to discuss and new project, and give everyone the opportunity to provide their input and ideas",I will be providing questionnaires on the new project where everyone can provide feedback and ideas,I will brief the whole team at todays meeting on how inclusion is related to our plan and mission,I will be having 1-2-1s with all employees to discuss inclusiveness within our team and company,,Belongingness,OrgEfforts
61240460,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,I will again present a new project today and have an open forum to allow everyone to have their say and provide their opinion,I will be organising an on shift BBQ event for all employees to strengthen the teams morale and bond,I will document and share three new inclusive practices today,I will brief the team in todays meeting how inclusive practices are in line with our goals,,Belongingness,OrgEfforts
30553427,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,4,TRUE,I will recognize David for his uniqueness.,,,I will recognize David during our meeting today for the work he has done.,,Uniqueness,
30553427,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,TRUE,I would like to help my employees find their voice in meetings.,,,,,Uniqueness,
30553427,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I will meet with Keith to review his development by Friday,,,,,Uniqueness,
30553427,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,2,TRUE,I don’t want to do anything regarding uniqueness,,,Work with Keith to improve his time management skills by next Friday., No|I would like to finish my project for Smyrna.,Uniqueness,
30553427,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
30553427,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,5,TRUE,I would like to recognize Keith’s uniqueness,,,,,Uniqueness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will meet with team members and set Individual targets for the rest of the year,,,I will send praise via our in house Value Individual Performance application,,Uniqueness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will set a meeting for layer today with V to check on their progress with current project,,,I will send an acknowledgement on our in house Valuing Individual Performance platform,,Uniqueness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,"I will encourage them to book onto upcoming training courses on various subjects and allow them to choose the area to concentrate on, to be booked in by end of month",,,,,Uniqueness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,Arrange a team night out,,,Regular weekly team meetings to discuss goals and targets,,Belongingness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,I will encourage staff to book onto training courses in work time for areas they may want to investigate further,,,"I will use the in house Value Individual People platform to send praise when needed, this is reviewed weekly",,Uniqueness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,We will encourage return of surveys and look to rectify any concerns,,,We will work on teamwork and inclusion with anon surveys,,Belongingness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,Again I will encourage team members to enrol on relevant courses to be completed by the end of year,,,,,Uniqueness,
90976539,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,Team meetings weekly with honest communication,,,,,Belongingness,
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I will ensure everyone has a chance to speak in today's team meeting,,I will communicate with my team how inclusion is related to our mission and vision in today's meeting,,,Belongingness,OrgEfforts
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,Hello sure everyone has a chance to speak in today's team meeting, undefined|I will schedule October's one-on-one's for at least one half hour,,,,Belongingness,
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I will implement a monthly team meeting building activity with 90% team participation over the next 6 months to foster a stronger relationship and a sense of belonging,,I will organize and lead a quarterly DEI workshop for my team with at least 80% participation,,,Belongingness,OrgEfforts
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,I will meet with Mark to prioritize training before lunch,,,,,Uniqueness,
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,Meet with each team member to see how they are feeling,,,,,Belongingness,
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will organize monthly team building activities to foster stronger connections and increase a sense of belonging within the team,,,,,Belongingness,
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,I will offer guidance to Stella at today's meeting,I will meet with Mark to set goals,I will praise Mark at the meeting today,,,Uniqueness,Appreciation
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,Focus on individual strengths and assigned deadlines according to those,,Focus on the positive while suggesting improvements,,,Uniqueness,Appreciation
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,Have a specific time frame within which the goal should be reached,,Complementing their individual strengths and abilities,,,Uniqueness,Appreciation
52174398,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,I'm going to schedule short one-on-one check-in meetings where I'll ask open-ended questions about some passions and areas they'd like to explore within their role,,I will commend them on their strengths and encourage them on areas and where they need improvement,,,Uniqueness,Appreciation
25227187,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,Learn new methods to finish fast projects,,I will learn my team how to work easily a new project,To help one of new employer,,Belongingness,OrgEfforts
25227187,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,I will offer support for new employer,,I will develop on employee of the day,,,Uniqueness,Appreciation
25227187,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,I will do and help employer with new training,,I will give an extra break,,,Uniqueness,Appreciation
25227187,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will help my team to do more training to do the job easier,,I will help putting myself in the team place and show them how to work smart and no hard,,,Belongingness,OrgEfforts
25227187,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will organise a game to can help a team member and in same time all team will have some extra time off,,We will help to collect some charity for a team member to help him with some insue,,,Belongingness,OrgEfforts
40933036,PowerfulGrowth,ControlLeader,US/Pacific,Intervention,11,FALSE,,,,,,,
15909956,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
49978257,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,FALSE,,,,,,,
49978257,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I cannot do this task as I am not in work,,,I cannot do this task as I am off sick from work and not in contact with my team,,Uniqueness,
49978257,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,Quality check your own work,,, Praise ward wok|Praise hard work and explain the impact their contribution has on the team and on the business,,Uniqueness,
93650136,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,11,FALSE,,,,,,,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,I will make sure everyone has an opportunity to voice their opinions and suggestions in our catch up meeting today. I will also ask if anyone would like to volunteer to chair the next meeting,I will start organising a Christmas meal get together for my team so we can all be together and have some fun before Christmas.,,,,Belongingness,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,I will set up a team lunch to take place this Friday as an opportunity for team members to share their opinions in a safe space,,,I will continue to work on my employee contributions board that I will update monthly for my team members,I will praise the individual contributions of each member separately by the end of today,Uniqueness,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,I will offer support and guidance to my team members who are working remotely today.,,,I will continue to work on my employee contribution board which will be updated monthly and put on the wall in the office,I will let my team members know individually how much I value their individual contributions by the end of today,Uniqueness,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,Today I will start working on an ‘employee achievement board’ which will go up in the office and I will update every month with individual achievements from my team members.,,,I will praise my individual team members by the end of today with their contributions they have made so far this week.,,Uniqueness,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will give each of my team members a token gift at our catch up meeting this afternoon (cakes or snacks),,,At our afternoon catch-up meeting today I will communicate how we can foster inclusive practices within our team goals and provide examples to my team,I will identify one new opportunity to improve inclusive practices in our team by the end of today and produce a brief plan of action to achieve this,Belongingness,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will ask my team to complete a training goals form for themselves and meet with them to discuss their training needs this afternoon,I will offer support and professional guidance to my team member K when we have our weekly meeting this morning|I will email my team member C who is working from home to establish how she is feeling this week and if she requires any additional support from me,,I will praise each team member for their individual contributions and choose one thing they have excelled at this week. I will communicate this by the end of the day,,Uniqueness,
39160869,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will offer support and guidance to my team members in our catch up meeting today and ask if they have any suggestions on how we can further foster employees uniqueness.,,,I will praise each team member on their individual contributions they made last week. I will do this by the end of today.,I will praise my whole team in our catch up meeting this morning and affirm our team’s contributions and attainments.,Uniqueness,
69993750,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will discuss with Sarah how many files are to be opened today from workcentre.,I will offer Mick guidance on filing defences after our morning meeting.,,,,Uniqueness,
69993750,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,1,TRUE,I will work with Steve to complete his tasklist by the end of the week,,,,,Belongingness,
69993750,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will work with Steve to get at least 10 extensions by the end of the week,,,Thank them for completing their lists yesterday,,Uniqueness,
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,"My goal is to help organizations create more inclusive environments by offering practical, data-driven strategies that make a real difference. Over the next 6 months, I’ll focus on sharing at least five actionable ideas to help organizations identify and reduce biases in their processes. I’ll measure success by looking at how much these efforts improve the experiences and engagement of employees, especially those from underrepresented groups. I’ll also listen to feedback and adapt the approach to make sure it has lasting, meaningful impact.",,,,,Belongingness,
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,5,TRUE,I will schedule task and submission date for different members of the team today,,,,,Uniqueness,
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,"Today, I want to focus on creating opportunities for open dialogue within the team by setting aside time for a check-in where everyone can share their thoughts, challenges, or achievements. I'll encourage team members to actively listen and show support for one another, reinforcing that everyone’s voice matters. Additionally, I’ll look for ways to recognize individual contributions and celebrate diverse perspectives, helping everyone feel valued and connected to the team’s goals.",,"My goal is to help organizations create more inclusive environments by offering practical, data-driven strategies that make a real difference. Over the next 6 months, I’ll focus on sharing at least five actionable ideas to help organizations identify and reduce biases in their processes. I’ll measure success by looking at how much these efforts improve the experiences and engagement of employees, especially those from underrepresented groups. I’ll also listen to feedback and adapt the approach to make sure it has lasting, meaningful impact.",,,Belongingness,OrgEfforts
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,3,TRUE,Conduct surveys and interviews to identify individual employee development needs and preferences.,"Establish a mentorship program pairing experienced employees with less tenured ones to provide guidance, support, and opportunities for growth.",,,,Uniqueness,
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,2,TRUE,I will meet everyone of them and ask how I could improve their day, That's all||I will engage my team today on the task and will encourage anyone feeling down,I would buy them gift to thank them,,,Uniqueness,Appreciation
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,1,TRUE,I will find out the status of each team members activities at the end of the week,,I will buy them gift and attach card to them as a sign of gratitude,,,Uniqueness,Appreciation
63978307,AcademicThunder,MCLeader,US/Eastern,Goal-Setting,4,TRUE,Conduct surveys and interviews to identify individual employee development needs and preferences.,,Get them coffee or beverage on my way to work, undefined|I'll get them cards as well to express my gratitude,,Uniqueness,Appreciation
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,The team are on holiday and I'm in cancun for a conference so my job is to just hold down the fort,,The team are on holiday and I'm in cancun for a conference so my job is to just hold down the fort,,,Belongingness,OrgEfforts
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,The team are on holiday and I'm in cancun for a conference so my job is to just hold down the fort,,,,,Belongingness,
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,Ensure that they feel comfortable and relaxed during their time off,,"Both my team are on holiday next week so I need to make sure everything is in order before I go,",,,Belongingness,OrgEfforts
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,"I'm with the team again, I want to understand pain points and what I can do to help with them",To spend lunch with the team and speak to them a bit more on a personal level,,,,Uniqueness,
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting,4,TRUE,"I want to spend time speaking to them about non-work things in their lives, get to know them better personally",,I'm spending time with the team today so want to understand what they're struggling with and how I can help,,,Uniqueness,Appreciation
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting,3,TRUE,Invite Gemma to suggest how to improve the timesheet process,,Give at least 2 specific thanks during the day,,,Uniqueness,Appreciation
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,Have our team meeting and set some specific goals from them,,To step in and take two pieces of work away from my team,,,Uniqueness,Appreciation
20750449,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,I will work with Gemma in our 1-2-1 to get her to identify a process she wants to improve over a given timeline,,I will give Gemma some free days off without using holiday due to all the extra hours she's been working recently,,,Uniqueness,Appreciation
95050859,AcademicThunder,MCLeader,Europe/London,Goal-Setting,5,TRUE,Treat employees as if they are truly unique,,I will praise not only their work achievements but everything outside of that too,,,Uniqueness,Appreciation
95050859,AcademicThunder,MCLeader,Europe/London,Goal-Setting,1,TRUE,"I will work with the four team members I oversee, each in a completely unique way to match their individual differences, to ensure they know exactly what the next few years at the company looks like",,"I will praise the various achievements of the four team members I oversee, ensuring that every contribution no matter how big or small is recognised",,,Uniqueness,Appreciation
95050859,AcademicThunder,MCLeader,Europe/London,Goal-Setting,2,TRUE,I will speak to each member and praise as much as I can regarding their uniqueness and encourage them to be as much of themselves as they find comfortable,,"I would like to thank each of them for every single role they fulfil, no matter how small",,,Uniqueness,Appreciation
95050859,AcademicThunder,MCLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,Have a weekly after work get together,,To be completely open to wholesale changes to the organisation,,,Belongingness,OrgEfforts
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting,1,TRUE,"Ask them themselves suggest tasks they would like to work on, considering the time constraints, team goals, and employee's development goals.",,,,,Uniqueness,
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting,2,TRUE," The same as yesterday.|I would like them to decide on their tasks themselves, with asking them to explain why they think this is an appropriate task. I will also ask them suggest tasks to others, depending on how they perceive/comprehend skills of other team-members in the team.",,"I would like to name, concretely, how they contributed to team goals, highlighting their strengths.",,,Uniqueness,Appreciation
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting,3,TRUE,I will meet the team member to schedule trainings and participations in workshops as a presenter today after lunch.,,,,,Uniqueness,
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting,4,TRUE,"I will ask each of them propose for the others courses and webinars, one for each, that they could attend to advance their strengths.",,"I will thank them for their efforts, acknowledging how much they have learned and contributed to diversify the perspectives we look at the problems and tasks.",,,Uniqueness,Appreciation
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting,5,TRUE,"I will set meetings with them to discuss what they see as their weaknesses, why, and if and how they want to work on them in the mid-term.",,I will affirm each one's contribution to long-term team goals.,,,Uniqueness,Appreciation
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Intervention,1,,,,,,,,
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Intervention,2,,,,,,,,
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting-Belongingness,1,,,,,,,,
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting-Belongingness,2,TRUE,"I will ask team-members to indicate how they would like to participate in the decision-making regarding short-, medium- and long-term goals, and supply their ideas by the end of the week.",,"I will collect some papers on how inclusion really matters, and what the activities behind the words could be, today after lunch.",,,Belongingness,OrgEfforts
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting-Belongingness,3,TRUE,I will ask team-members what kind of team-building event they would like to have.,,"Explicate cultural, professional, educational differences in perspectives we have, and how to stay aware of them and reflect on them.",,,Belongingness,OrgEfforts
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting-Belongingness,4,TRUE,Ask the team what made other teams they worked for or know as seeming to have better belongingness climate,,Prepare a poster on intercultural diversity.,,,Belongingness,OrgEfforts
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting-Belongingness,5,TRUE,"Attend a seminar together relevant for our project, and then exchange the opinions by coffee and cake.",,We will discuss how everyone sees the ongoing changes.,,,Belongingness,OrgEfforts
27860328,PowerfulGrowth,ControlLeader,Europe/Berlin,Goal-Setting-Belongingness,6,TRUE," Organize a game afternoon|Discuss date , time and content of a game evening.",,Discuss contributions of each member during this week at today's meeting.,,,Belongingness,OrgEfforts
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,1,TRUE,I am going to encourage healthy self image!,,,,,Uniqueness,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,2,TRUE,Encourage proactive solutions to difficult problems.,,I would like to thank them!, undefined|I would like to accomplish more bonding with my team.,,Uniqueness,Appreciation
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,3,TRUE,Encourage different solutions to various problems.,,,,,Uniqueness,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,4,TRUE,Ask their favorite work things.,,I would like to get pizza,,,Uniqueness,Appreciation
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting,5,TRUE, Talk about their accomplishments.|I would like to talk about their accomplishments.,,,,,Uniqueness,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,1,,,,,,,,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Intervention,2,,,,,,,,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,1,,,,,,,,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,2,TRUE,I want to strengthen belongingness by including my team in key decisions that have to do with our welfare as a company.,,I am going to include them in key decisions.,I would like to make my team feel included and important.,,Belongingness,OrgEfforts
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,3,TRUE,Have a team meeting that discusses our metrics for the week.,,,,,Belongingness,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,4,TRUE,I intend to make the team aware of how much I value them.,,Today I am going to surround myself with the team and attack problems together.,,,Belongingness,OrgEfforts
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,5,TRUE,I will tell stories that relate to our experiences.,,,,,Belongingness,
46637244,PowerfulGrowth,ControlLeader,US/Eastern,Goal-Setting-Belongingness,6,TRUE,I want to organize a game today to strengthen belongingness.,,I want to ask again everyones availability for tasks.,,,Belongingness,OrgEfforts
33643741,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,3,TRUE,I will meet with my team to review the three aspects that were more challenging of one task they performed this week.,I will require 5 of them to explain with their own words the three explanations I have to provide.,I will schedule a 30 minutes meeting with the leader of services for student-athletes to start a program that will intend to provide psychological services for athletes from 2 teams during the next 3 months.,,,Belongingness,OrgEfforts
33643741,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,4,TRUE,I will lead a 30 minutes session with my team to collaboratively solve fictional situations that we might find during our work experiences.,,"I will settle a meeting with a potential new member of the organization to observe how he could join us, and how he could bring his takeaways to strengthen the community.",,,Belongingness,OrgEfforts
33643741,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,5,TRUE,I will reunite my team today to start the week with a positive mindset.,,I will ask Ollie how she thinks that having a diverse group influences our commitment to bring the best experience to our clients.,,,Belongingness,OrgEfforts
97013729,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,1,TRUE,I would like to meet with my coworker to discuss the weekly project at noon,,I would like to buy them all coffee this morning,,,Uniqueness,Appreciation
97013729,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,2,TRUE,I would like to help train one of the employees,,I would like to help a couple coworkers catch up during lunch time,,,Uniqueness,Appreciation
97013729,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,3,TRUE,I want to encourage my team members and let them know that they are appreciated,,,,,Uniqueness,
97013729,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,4,TRUE,I want to let them know that they are appreciated,,I would like to provide gifts cards to my team members this morning,,,Uniqueness,Appreciation
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,1,TRUE,,,,,,,
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,2,,I will create an inclusion period for diverse ideas from every member,,I will bring about a particular time for member free time,I will encourage team members with good word,,Uniqueness,Appreciation
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,3,TRUE,Welcoming ideas from every member of the team,Encourage self confidence in team member, Making them feel worthwhile|Making every single member of the team feel worthy of being with us,,,Uniqueness,Appreciation
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,4,TRUE,I will work with [team member] to establish direct contact with at least 3 minority workers to  improve there working skills by the end of this week.,,I will develop a way to credit best among the employee,,,Uniqueness,Appreciation
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting,5,TRUE,Let team member see themselves as leader,,I will praise each member with there performances,,,Uniqueness,Appreciation
13922223,PowerfulGrowth,ControlLeader,Europe/London,Intervention,1,,,,,,,,
13922223,PowerfulGrowth,ControlLeader,Europe/London,Intervention,2,,,,,,,,
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,1,,,,,,,,
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,2,TRUE,I will task everyone to bring up an idea no matter how soft it is,,I will be available for the team to bring up a new idea that will help develop the project,,,Belongingness,OrgEfforts
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,3,TRUE,Develop a friendship relationship with coworkers,, Encourage smart moves|Encourage smart moves from the team members,,,Belongingness,OrgEfforts
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,4,TRUE,Allow resting periods for team members to cool there brain,,Support team members to develop team project, No|Assist team member|Assist team member individually for proper work,,Belongingness,OrgEfforts
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,5,TRUE,I will listing to all idea from every workers, undefined|I will help generate diversity among workers,Bring about smart and achievable project work,,,Belongingness,OrgEfforts
13922223,PowerfulGrowth,ControlLeader,Europe/London,Goal-Setting-Belongingness,6,TRUE,Encourage team members to take healthy life style,,Utilize and encourage team work,,,Belongingness,OrgEfforts
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,1,TRUE,"Today, I will dedicate 30 minutes to conducting a 'Strengths Discovery Session' with each team member, focusing on identifying and documenting their individual strengths and passions, to increase employee engagement and motivation by 20% within the next 6 weeks.","Schedule a 30-minute 1-on-1 meeting with a team member to discuss their career development and provide constructive feedback, with a clear action plan outlined by the end of the meeting.",I will praise the entire team for their commitment towards the growth of the company during the meeting.,I want spend quality time with the new hire today . Ask vital questions as regards challenges faced thus far,,Uniqueness,Appreciation
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,2,TRUE,I will ensure to draft a template for our new hires to make them productive,,"Today , I intend to appreciate those employees that stood out in handling their tasks professionally","Today , I planned to develop an employee of the month for all. I also planned to recognize the input of our technical support team .",,Uniqueness,Appreciation
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,3,TRUE,"Today , I would love to offer guidance to those who have deficiency completing task easily especially the new hire",,I want to complement the effort put in completing tasks to move the company forward especially that old employees,,,Uniqueness,Appreciation
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,4,TRUE,"I will conduct 30-minute ""Uniqueness Discovery"" sessions with 3 team members today, identifying their individual strengths, passions, and career aspirations, and creating personalized development plans with actionable steps to enhance engagement and growth by 20% within the next 8 weeks.",,Write and send a weekly progress report to stakeholders by end-of-day.,Dedicate 90 minutes to learning a new skill or industry trend through online courses or webinars,,Uniqueness,Appreciation
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting,5,TRUE,"Meet with 2 team members today for 30-minute ""Strengths and Interests"" discussions.","Conduct quarterly ""Strengths-Based Feedback"" sessions with all team members",Recognize 2 team members' achievements in today's team meeting,,,Uniqueness,Appreciation
11925020,PowerfulGrowth,ControlLeader,US/Central,Intervention,1,,,,,,,,
11925020,PowerfulGrowth,ControlLeader,US/Central,Intervention,2,,,,,,,,
11925020,PowerfulGrowth,ControlLeader,US/Central,Goal-Setting-Belongingness,1,,,,,,,,
